team1,team2,season_start,team1_wins,team_1_home
New York Knicks,Phoenix Suns,2014,0,0
New York Knicks,San Antonio Spurs,2014,1,1
New York Knicks,Minnesota Timberwolves,2014,0,1
New York Knicks,Philadelphia 76ers,2014,0,0
New York Knicks,Toronto Raptors,2014,0,0
New York Knicks,Memphis Grizzlies,2014,0,1
New York Knicks,Los Angeles Clippers,2014,0,1
New York Knicks,Boston Celtics,2014,0,1
New York Knicks,Chicago Bulls,2014,0,0
New York Knicks,Brooklyn Nets,2014,0,1
New York Knicks,Washington Wizards,2014,0,0
New York Knicks,Philadelphia 76ers,2014,1,1
New York Knicks,Indiana Pacers,2014,0,1
New York Knicks,Milwaukee Bucks,2014,0,1
New York Knicks,Orlando Magic,2014,1,0
New York Knicks,Atlanta Hawks,2014,1,0
New York Knicks,Detroit Pistons,2014,0,1
Oklahoma City Thunder,Portland Trail Blazers,2014,0,0
Oklahoma City Thunder,Los Angeles Clippers,2014,0,0
Oklahoma City Thunder,Denver Nuggets,2014,1,1
Oklahoma City Thunder,Brooklyn Nets,2014,0,0
Oklahoma City Thunder,Toronto Raptors,2014,0,0
Oklahoma City Thunder,Memphis Grizzlies,2014,0,1
Oklahoma City Thunder,Sacramento Kings,2014,1,1
Oklahoma City Thunder,Milwaukee Bucks,2014,0,0
Oklahoma City Thunder,Boston Celtics,2014,1,0
Oklahoma City Thunder,Detroit Pistons,2014,0,1
Oklahoma City Thunder,Houston Rockets,2014,0,1
Oklahoma City Thunder,Utah Jazz,2014,0,0
Oklahoma City Thunder,Denver Nuggets,2014,0,0
Oklahoma City Thunder,Brooklyn Nets,2014,0,1
Oklahoma City Thunder,Golden State Warriors,2014,0,1
Oklahoma City Thunder,Utah Jazz,2014,1,1
Oklahoma City Thunder,New York Knicks,2014,1,1
Oklahoma City Thunder,New Orleans Pelicans,2014,0,0
Oklahoma City Thunder,Philadelphia 76ers,2014,1,0
Oklahoma City Thunder,Detroit Pistons,2014,1,0
Oklahoma City Thunder,Milwaukee Bucks,2014,1,1
Oklahoma City Thunder,Cleveland Cavaliers,2014,1,1
Oklahoma City Thunder,Minnesota Timberwolves,2014,1,0
Oklahoma City Thunder,Phoenix Suns,2014,1,1
Oklahoma City Thunder,Sacramento Kings,2014,1,0
Oklahoma City Thunder,Golden State Warriors,2014,0,0
Oklahoma City Thunder,Los Angeles Lakers,2014,1,0
Oklahoma City Thunder,New Orleans Pelicans,2014,0,1
Oklahoma City Thunder,Portland Trail Blazers,2014,0,1
Oklahoma City Thunder,San Antonio Spurs,2014,1,0
Oklahoma City Thunder,Charlotte Hornets,2014,1,1
Oklahoma City Thunder,Dallas Mavericks,2014,0,0
Oklahoma City Thunder,Phoenix Suns,2014,1,1
Oklahoma City Thunder,Washington Wizards,2014,1,1
Oklahoma City Thunder,Golden State Warriors,2014,0,0
Oklahoma City Thunder,Sacramento Kings,2014,0,0
Oklahoma City Thunder,Utah Jazz,2014,1,1
Oklahoma City Thunder,Houston Rockets,2014,0,0
Oklahoma City Thunder,Golden State Warriors,2014,1,1
Oklahoma City Thunder,Orlando Magic,2014,1,0
Oklahoma City Thunder,Miami Heat,2014,1,0
Oklahoma City Thunder,Washington Wizards,2014,1,0
Oklahoma City Thunder,Atlanta Hawks,2014,0,0
Oklahoma City Thunder,Cleveland Cavaliers,2014,0,0
Oklahoma City Thunder,Minnesota Timberwolves,2014,1,1
Oklahoma City Thunder,New York Knicks,2014,0,0
Oklahoma City Thunder,Memphis Grizzlies,2014,0,0
Oklahoma City Thunder,Orlando Magic,2014,1,1
Oklahoma City Thunder,New Orleans Pelicans,2014,1,0
Oklahoma City Thunder,New Orleans Pelicans,2014,0,1
Oklahoma City Thunder,Los Angeles Clippers,2014,1,1
Oklahoma City Thunder,Denver Nuggets,2014,1,0
Oklahoma City Thunder,Memphis Grizzlies,2014,1,1
Oklahoma City Thunder,Dallas Mavericks,2014,1,1
Oklahoma City Thunder,Charlotte Hornets,2014,1,0
Oklahoma City Thunder,Denver Nuggets,2014,1,1
Oklahoma City Thunder,Indiana Pacers,2014,1,1
Oklahoma City Thunder,Phoenix Suns,2014,0,0
Oklahoma City Thunder,Portland Trail Blazers,2014,0,0
Oklahoma City Thunder,Los Angeles Lakers,2014,1,0
Oklahoma City Thunder,Philadelphia 76ers,2014,1,1
Oklahoma City Thunder,Chicago Bulls,2014,0,0
Oklahoma City Thunder,Toronto Raptors,2014,1,1
Oklahoma City Thunder,Los Angeles Clippers,2014,0,1
Oklahoma City Thunder,Minnesota Timberwolves,2014,1,1
Oklahoma City Thunder,Chicago Bulls,2014,1,1
Oklahoma City Thunder,Dallas Mavericks,2014,0,0
Oklahoma City Thunder,Boston Celtics,2014,1,1
Oklahoma City Thunder,Atlanta Hawks,2014,1,1
Oklahoma City Thunder,Miami Heat,2014,1,1
Oklahoma City Thunder,Los Angeles Lakers,2014,1,1
Oklahoma City Thunder,San Antonio Spurs,2014,0,0
Oklahoma City Thunder,Utah Jazz,2014,0,0
Oklahoma City Thunder,Phoenix Suns,2014,1,0
Oklahoma City Thunder,Dallas Mavericks,2014,0,1
Oklahoma City Thunder,Memphis Grizzlies,2014,0,0
Oklahoma City Thunder,Houston Rockets,2014,0,1
Oklahoma City Thunder,San Antonio Spurs,2014,0,1
Oklahoma City Thunder,Sacramento Kings,2014,1,1
Oklahoma City Thunder,Indiana Pacers,2014,0,0
Oklahoma City Thunder,Portland Trail Blazers,2014,1,1
Oklahoma City Thunder,Minnesota Timberwolves,2014,1,0
Orlando Magic,New Orleans Pelicans,2014,0,0
Orlando Magic,Washington Wizards,2014,0,1
Orlando Magic,Toronto Raptors,2014,0,1
Orlando Magic,Chicago Bulls,2014,0,0
Orlando Magic,Philadelphia 76ers,2014,1,0
Orlando Magic,Minnesota Timberwolves,2014,1,1
Orlando Magic,Brooklyn Nets,2014,0,0
Orlando Magic,Toronto Raptors,2014,0,0
Orlando Magic,New York Knicks,2014,1,0
Orlando Magic,Milwaukee Bucks,2014,1,1
Orlando Magic,Washington Wizards,2014,0,0
Orlando Magic,Detroit Pistons,2014,1,0
Orlando Magic,Los Angeles Clippers,2014,0,1
Orlando Magic,Charlotte Hornets,2014,1,0
Orlando Magic,Miami Heat,2014,0,1
Orlando Magic,Cleveland Cavaliers,2014,0,0
Orlando Magic,Golden State Warriors,2014,0,1
Orlando Magic,Indiana Pacers,2014,0,0
Orlando Magic,Phoenix Suns,2014,1,0
Orlando Magic,Golden State Warriors,2014,0,0
Orlando Magic,Los Angeles Clippers,2014,0,0
Orlando Magic,Utah Jazz,2014,1,0
Orlando Magic,Sacramento Kings,2014,1,0
Orlando Magic,Washington Wizards,2014,0,1
Orlando Magic,Atlanta Hawks,2014,0,0
Orlando Magic,Atlanta Hawks,2014,1,1
Orlando Magic,Toronto Raptors,2014,0,0
Orlando Magic,Boston Celtics,2014,0,0
Orlando Magic,Utah Jazz,2014,0,1
Orlando Magic,Philadelphia 76ers,2014,0,1
Orlando Magic,Boston Celtics,2014,1,1
Orlando Magic,Cleveland Cavaliers,2014,0,1
Orlando Magic,Charlotte Hornets,2014,1,0
Orlando Magic,Miami Heat,2014,1,0
Orlando Magic,Detroit Pistons,2014,0,1
Orlando Magic,Brooklyn Nets,2014,0,1
Orlando Magic,Charlotte Hornets,2014,0,1
Orlando Magic,Denver Nuggets,2014,0,0
Orlando Magic,Los Angeles Lakers,2014,0,0
Orlando Magic,Portland Trail Blazers,2014,0,0
Orlando Magic,Chicago Bulls,2014,1,0
Orlando Magic,Houston Rockets,2014,1,1
Orlando Magic,Memphis Grizzlies,2014,0,1
Orlando Magic,Oklahoma City Thunder,2014,0,1
Orlando Magic,Detroit Pistons,2014,0,0
Orlando Magic,New York Knicks,2014,0,0
Orlando Magic,Indiana Pacers,2014,0,1
Orlando Magic,Memphis Grizzlies,2014,0,0
Orlando Magic,Milwaukee Bucks,2014,0,1
Orlando Magic,Dallas Mavericks,2014,0,1
Orlando Magic,Oklahoma City Thunder,2014,0,0
Orlando Magic,San Antonio Spurs,2014,0,0
Orlando Magic,Los Angeles Lakers,2014,1,1
Orlando Magic,Chicago Bulls,2014,0,1
Orlando Magic,Washington Wizards,2014,0,0
Orlando Magic,New York Knicks,2014,1,1
Orlando Magic,New Orleans Pelicans,2014,1,1
Orlando Magic,Philadelphia 76ers,2014,1,1
Orlando Magic,Miami Heat,2014,0,1
Orlando Magic,Atlanta Hawks,2014,0,0
Orlando Magic,Charlotte Hornets,2014,0,1
Orlando Magic,Phoenix Suns,2014,0,1
Orlando Magic,Sacramento Kings,2014,1,1
Orlando Magic,Boston Celtics,2014,1,1
Orlando Magic,Indiana Pacers,2014,0,0
Orlando Magic,Milwaukee Bucks,2014,0,0
Orlando Magic,Boston Celtics,2014,0,0
Orlando Magic,Cleveland Cavaliers,2014,0,1
Orlando Magic,Houston Rockets,2014,0,0
Orlando Magic,Dallas Mavericks,2014,0,0
Orlando Magic,Portland Trail Blazers,2014,1,1
Orlando Magic,Denver Nuggets,2014,0,1
Orlando Magic,Atlanta Hawks,2014,0,1
Orlando Magic,Detroit Pistons,2014,0,1
Orlando Magic,San Antonio Spurs,2014,0,1
Orlando Magic,Minnesota Timberwolves,2014,1,0
Orlando Magic,Milwaukee Bucks,2014,1,0
Orlando Magic,Chicago Bulls,2014,1,1
Orlando Magic,Toronto Raptors,2014,0,1
Orlando Magic,New York Knicks,2014,0,1
Orlando Magic,Miami Heat,2014,0,0
Orlando Magic,Brooklyn Nets,2014,0,0
Philadelphia 76ers,Indiana Pacers,2014,0,0
Philadelphia 76ers,Milwaukee Bucks,2014,0,0
Philadelphia 76ers,Miami Heat,2014,0,1
Philadelphia 76ers,Houston Rockets,2014,0,1
Philadelphia 76ers,Orlando Magic,2014,0,1
Philadelphia 76ers,Chicago Bulls,2014,0,1
Philadelphia 76ers,Toronto Raptors,2014,0,0
Philadelphia 76ers,Dallas Mavericks,2014,0,0
Philadelphia 76ers,Houston Rockets,2014,0,0
Philadelphia 76ers,San Antonio Spurs,2014,0,0
Philadelphia 76ers,Boston Celtics,2014,0,1
Philadelphia 76ers,Phoenix Suns,2014,0,1
Philadelphia 76ers,New York Knicks,2014,0,0
Philadelphia 76ers,Portland Trail Blazers,2014,0,1
Philadelphia 76ers,Brooklyn Nets,2014,0,1
Philadelphia 76ers,Dallas Mavericks,2014,0,1
Philadelphia 76ers,San Antonio Spurs,2014,0,1
Philadelphia 76ers,Minnesota Timberwolves,2014,1,0
Philadelphia 76ers,Oklahoma City Thunder,2014,0,1
Philadelphia 76ers,Detroit Pistons,2014,1,0
Philadelphia 76ers,Atlanta Hawks,2014,0,0
Philadelphia 76ers,Brooklyn Nets,2014,0,0
Philadelphia 76ers,Memphis Grizzlies,2014,0,1
Philadelphia 76ers,Boston Celtics,2014,0,1
Philadelphia 76ers,Charlotte Hornets,2014,0,1
Philadelphia 76ers,Orlando Magic,2014,1,0
Philadelphia 76ers,Miami Heat,2014,1,0
Philadelphia 76ers,Portland Trail Blazers,2014,0,0
Philadelphia 76ers,Utah Jazz,2014,0,0
Philadelphia 76ers,Golden State Warriors,2014,0,0
Philadelphia 76ers,Phoenix Suns,2014,0,0
Philadelphia 76ers,Los Angeles Clippers,2014,0,0
Philadelphia 76ers,Cleveland Cavaliers,2014,1,1
Philadelphia 76ers,Milwaukee Bucks,2014,0,1
Philadelphia 76ers,Brooklyn Nets,2014,1,0
Philadelphia 76ers,Indiana Pacers,2014,1,1
Philadelphia 76ers,Atlanta Hawks,2014,0,1
Philadelphia 76ers,Toronto Raptors,2014,0,0
Philadelphia 76ers,New Orleans Pelicans,2014,1,1
Philadelphia 76ers,Detroit Pistons,2014,0,0
Philadelphia 76ers,Washington Wizards,2014,0,0
Philadelphia 76ers,New York Knicks,2014,0,1
Philadelphia 76ers,Toronto Raptors,2014,0,1
Philadelphia 76ers,Memphis Grizzlies,2014,0,0
Philadelphia 76ers,New Orleans Pelicans,2014,0,0
Philadelphia 76ers,Detroit Pistons,2014,1,1
Philadelphia 76ers,Minnesota Timberwolves,2014,1,1
Philadelphia 76ers,Atlanta Hawks,2014,0,0
Philadelphia 76ers,Cleveland Cavaliers,2014,0,0
Philadelphia 76ers,Denver Nuggets,2014,1,1
Philadelphia 76ers,Boston Celtics,2014,0,0
Philadelphia 76ers,Charlotte Hornets,2014,1,1
Philadelphia 76ers,Golden State Warriors,2014,0,1
Philadelphia 76ers,Indiana Pacers,2014,0,1
Philadelphia 76ers,Orlando Magic,2014,0,0
Philadelphia 76ers,Miami Heat,2014,0,0
Philadelphia 76ers,Milwaukee Bucks,2014,0,0
Philadelphia 76ers,Washington Wizards,2014,1,1
Philadelphia 76ers,Indiana Pacers,2014,0,0
Philadelphia 76ers,Toronto Raptors,2014,0,1
Philadelphia 76ers,Oklahoma City Thunder,2014,0,0
Philadelphia 76ers,Utah Jazz,2014,0,1
Philadelphia 76ers,Atlanta Hawks,2014,1,1
Philadelphia 76ers,Chicago Bulls,2014,0,1
Philadelphia 76ers,Sacramento Kings,2014,1,1
Philadelphia 76ers,Brooklyn Nets,2014,0,1
Philadelphia 76ers,Boston Celtics,2014,0,0
Philadelphia 76ers,Detroit Pistons,2014,1,1
Philadelphia 76ers,New York Knicks,2014,1,1
Philadelphia 76ers,Los Angeles Lakers,2014,0,0
Philadelphia 76ers,Sacramento Kings,2014,0,0
Philadelphia 76ers,Denver Nuggets,2014,1,0
Philadelphia 76ers,Los Angeles Clippers,2014,0,1
Philadelphia 76ers,Cleveland Cavaliers,2014,0,0
Philadelphia 76ers,Los Angeles Lakers,2014,0,1
Philadelphia 76ers,Washington Wizards,2014,0,0
Philadelphia 76ers,Charlotte Hornets,2014,0,0
Philadelphia 76ers,New York Knicks,2014,0,0
Philadelphia 76ers,Washington Wizards,2014,0,1
Philadelphia 76ers,Chicago Bulls,2014,0,0
Philadelphia 76ers,Milwaukee Bucks,2014,0,1
Philadelphia 76ers,Miami Heat,2014,0,1
Phoenix Suns,Los Angeles Lakers,2014,1,1
Phoenix Suns,San Antonio Spurs,2014,1,1
Phoenix Suns,Utah Jazz,2014,0,0
Phoenix Suns,Los Angeles Lakers,2014,1,0
Phoenix Suns,Memphis Grizzlies,2014,0,1
Phoenix Suns,Sacramento Kings,2014,0,1
Phoenix Suns,Golden State Warriors,2014,1,1
Phoenix Suns,Brooklyn Nets,2014,1,1
Phoenix Suns,Charlotte Hornets,2014,0,1
Phoenix Suns,Los Angeles Clippers,2014,0,0
Phoenix Suns,Boston Celtics,2014,1,0
Phoenix Suns,Detroit Pistons,2014,1,0
Phoenix Suns,Philadelphia 76ers,2014,1,0
Phoenix Suns,Indiana Pacers,2014,1,0
Phoenix Suns,Toronto Raptors,2014,0,0
Phoenix Suns,Denver Nuggets,2014,1,1
Phoenix Suns,Denver Nuggets,2014,0,0
Phoenix Suns,Orlando Magic,2014,0,1
Phoenix Suns,Indiana Pacers,2014,1,1
Phoenix Suns,Dallas Mavericks,2014,1,0
Phoenix Suns,Houston Rockets,2014,0,0
Phoenix Suns,Los Angeles Clippers,2014,0,0
Phoenix Suns,Miami Heat,2014,0,1
Phoenix Suns,Detroit Pistons,2014,0,1
Phoenix Suns,Oklahoma City Thunder,2014,0,0
Phoenix Suns,Milwaukee Bucks,2014,0,1
Phoenix Suns,Charlotte Hornets,2014,1,0
Phoenix Suns,New York Knicks,2014,1,0
Phoenix Suns,Washington Wizards,2014,1,0
Phoenix Suns,Dallas Mavericks,2014,1,1
Phoenix Suns,Sacramento Kings,2014,1,0
Phoenix Suns,Los Angeles Lakers,2014,1,0
Phoenix Suns,New Orleans Pelicans,2014,0,0
Phoenix Suns,Oklahoma City Thunder,2014,0,0
Phoenix Suns,Philadelphia 76ers,2014,1,1
Phoenix Suns,Toronto Raptors,2014,1,1
Phoenix Suns,Milwaukee Bucks,2014,1,0
Phoenix Suns,Minnesota Timberwolves,2014,1,0
Phoenix Suns,San Antonio Spurs,2014,0,0
Phoenix Suns,Memphis Grizzlies,2014,0,0
Phoenix Suns,Cleveland Cavaliers,2014,1,1
Phoenix Suns,Minnesota Timberwolves,2014,1,1
Phoenix Suns,Los Angeles Lakers,2014,1,1
Phoenix Suns,Portland Trail Blazers,2014,1,1
Phoenix Suns,Houston Rockets,2014,0,1
Phoenix Suns,Los Angeles Clippers,2014,0,1
Phoenix Suns,Washington Wizards,2014,1,1
Phoenix Suns,Chicago Bulls,2014,1,1
Phoenix Suns,Golden State Warriors,2014,0,0
Phoenix Suns,Memphis Grizzlies,2014,0,1
Phoenix Suns,Portland Trail Blazers,2014,0,0
Phoenix Suns,Utah Jazz,2014,1,1
Phoenix Suns,Sacramento Kings,2014,0,0
Phoenix Suns,Houston Rockets,2014,0,1
Phoenix Suns,Minnesota Timberwolves,2014,0,0
Phoenix Suns,Chicago Bulls,2014,0,0
Phoenix Suns,Boston Celtics,2014,0,1
Phoenix Suns,Denver Nuggets,2014,1,0
Phoenix Suns,Oklahoma City Thunder,2014,1,1
Phoenix Suns,San Antonio Spurs,2014,0,1
Phoenix Suns,Miami Heat,2014,0,0
Phoenix Suns,Orlando Magic,2014,1,0
Phoenix Suns,Brooklyn Nets,2014,1,0
Phoenix Suns,Cleveland Cavaliers,2014,0,0
Phoenix Suns,Golden State Warriors,2014,0,1
Phoenix Suns,Minnesota Timberwolves,2014,1,1
Phoenix Suns,Atlanta Hawks,2014,0,1
Phoenix Suns,New York Knicks,2014,1,1
Phoenix Suns,New Orleans Pelicans,2014,1,1
Phoenix Suns,Houston Rockets,2014,1,0
Phoenix Suns,Dallas Mavericks,2014,1,1
Phoenix Suns,Sacramento Kings,2014,0,1
Phoenix Suns,Portland Trail Blazers,2014,0,1
Phoenix Suns,Oklahoma City Thunder,2014,0,1
Phoenix Suns,Portland Trail Blazers,2014,0,0
Phoenix Suns,Golden State Warriors,2014,0,0
Phoenix Suns,Utah Jazz,2014,1,1
Phoenix Suns,Atlanta Hawks,2014,0,0
Phoenix Suns,Dallas Mavericks,2014,0,0
Phoenix Suns,New Orleans Pelicans,2014,0,0
Phoenix Suns,San Antonio Spurs,2014,0,0
Phoenix Suns,Los Angeles Clippers,2014,0,1
Portland Trail Blazers,Oklahoma City Thunder,2014,1,1
Portland Trail Blazers,Sacramento Kings,2014,0,0
Portland Trail Blazers,Golden State Warriors,2014,0,1
Portland Trail Blazers,Cleveland Cavaliers,2014,1,1
Portland Trail Blazers,Dallas Mavericks,2014,1,1
Portland Trail Blazers,Los Angeles Clippers,2014,0,0
Portland Trail Blazers,Denver Nuggets,2014,1,1
Portland Trail Blazers,Charlotte Hornets,2014,1,1
Portland Trail Blazers,Denver Nuggets,2014,1,0
Portland Trail Blazers,Brooklyn Nets,2014,1,1
Portland Trail Blazers,New Orleans Pelicans,2014,1,1
Portland Trail Blazers,Chicago Bulls,2014,1,1
Portland Trail Blazers,Boston Celtics,2014,1,0
Portland Trail Blazers,Philadelphia 76ers,2014,1,0
Portland Trail Blazers,Charlotte Hornets,2014,1,0
Portland Trail Blazers,Memphis Grizzlies,2014,0,1
Portland Trail Blazers,Minnesota Timberwolves,2014,1,1
Portland Trail Blazers,Denver Nuggets,2014,1,0
Portland Trail Blazers,Indiana Pacers,2014,1,1
Portland Trail Blazers,New York Knicks,2014,1,0
Portland Trail Blazers,Detroit Pistons,2014,1,0
Portland Trail Blazers,Minnesota Timberwolves,2014,0,0
Portland Trail Blazers,Chicago Bulls,2014,0,0
Portland Trail Blazers,Indiana Pacers,2014,1,0
Portland Trail Blazers,San Antonio Spurs,2014,1,1
Portland Trail Blazers,Milwaukee Bucks,2014,1,1
Portland Trail Blazers,San Antonio Spurs,2014,1,0
Portland Trail Blazers,New Orleans Pelicans,2014,1,0
Portland Trail Blazers,Houston Rockets,2014,0,0
Portland Trail Blazers,Oklahoma City Thunder,2014,1,0
Portland Trail Blazers,Philadelphia 76ers,2014,1,1
Portland Trail Blazers,New York Knicks,2014,1,1
Portland Trail Blazers,Toronto Raptors,2014,1,1
Portland Trail Blazers,Atlanta Hawks,2014,0,1
Portland Trail Blazers,Los Angeles Lakers,2014,1,1
Portland Trail Blazers,Miami Heat,2014,1,1
Portland Trail Blazers,Orlando Magic,2014,1,1
Portland Trail Blazers,Los Angeles Lakers,2014,1,0
Portland Trail Blazers,Los Angeles Clippers,2014,0,1
Portland Trail Blazers,San Antonio Spurs,2014,0,0
Portland Trail Blazers,Memphis Grizzlies,2014,0,0
Portland Trail Blazers,Sacramento Kings,2014,1,1
Portland Trail Blazers,Phoenix Suns,2014,0,0
Portland Trail Blazers,Boston Celtics,2014,0,1
Portland Trail Blazers,Washington Wizards,2014,1,1
Portland Trail Blazers,Cleveland Cavaliers,2014,0,0
Portland Trail Blazers,Atlanta Hawks,2014,0,0
Portland Trail Blazers,Milwaukee Bucks,2014,0,0
Portland Trail Blazers,Utah Jazz,2014,1,1
Portland Trail Blazers,Phoenix Suns,2014,1,1
Portland Trail Blazers,Dallas Mavericks,2014,0,0
Portland Trail Blazers,Houston Rockets,2014,1,0
Portland Trail Blazers,Los Angeles Lakers,2014,1,1
Portland Trail Blazers,Utah Jazz,2014,0,0
Portland Trail Blazers,Memphis Grizzlies,2014,0,1
Portland Trail Blazers,San Antonio Spurs,2014,1,1
Portland Trail Blazers,Oklahoma City Thunder,2014,1,1
Portland Trail Blazers,Sacramento Kings,2014,1,0
Portland Trail Blazers,Los Angeles Clippers,2014,1,0
Portland Trail Blazers,Dallas Mavericks,2014,1,1
Portland Trail Blazers,Minnesota Timberwolves,2014,0,0
Portland Trail Blazers,Houston Rockets,2014,1,1
Portland Trail Blazers,Detroit Pistons,2014,1,1
Portland Trail Blazers,Toronto Raptors,2014,1,0
Portland Trail Blazers,Washington Wizards,2014,0,0
Portland Trail Blazers,Miami Heat,2014,0,0
Portland Trail Blazers,Orlando Magic,2014,0,0
Portland Trail Blazers,Memphis Grizzlies,2014,0,0
Portland Trail Blazers,Golden State Warriors,2014,0,1
Portland Trail Blazers,Utah Jazz,2014,1,0
Portland Trail Blazers,Phoenix Suns,2014,1,0
Portland Trail Blazers,Denver Nuggets,2014,1,1
Portland Trail Blazers,Phoenix Suns,2014,1,1
Portland Trail Blazers,Los Angeles Clippers,2014,0,1
Portland Trail Blazers,Los Angeles Lakers,2014,1,0
Portland Trail Blazers,New Orleans Pelicans,2014,1,1
Portland Trail Blazers,Brooklyn Nets,2014,0,0
Portland Trail Blazers,Minnesota Timberwolves,2014,1,1
Portland Trail Blazers,Golden State Warriors,2014,0,0
Portland Trail Blazers,Utah Jazz,2014,0,1
Portland Trail Blazers,Oklahoma City Thunder,2014,0,0
Portland Trail Blazers,Dallas Mavericks,2014,0,0
Sacramento Kings,Golden State Warriors,2014,0,1
Sacramento Kings,Portland Trail Blazers,2014,1,1
Sacramento Kings,Los Angeles Clippers,2014,1,0
Sacramento Kings,Denver Nuggets,2014,1,0
Sacramento Kings,Denver Nuggets,2014,1,1
Sacramento Kings,Phoenix Suns,2014,1,0
Sacramento Kings,Oklahoma City Thunder,2014,0,0
Sacramento Kings,Dallas Mavericks,2014,0,0
Sacramento Kings,Memphis Grizzlies,2014,0,0
Sacramento Kings,San Antonio Spurs,2014,1,1
Sacramento Kings,New Orleans Pelicans,2014,0,1
Sacramento Kings,Chicago Bulls,2014,1,1
Sacramento Kings,Minnesota Timberwolves,2014,1,0
Sacramento Kings,New Orleans Pelicans,2014,1,0
Sacramento Kings,Houston Rockets,2014,0,0
Sacramento Kings,San Antonio Spurs,2014,0,0
Sacramento Kings,Memphis Grizzlies,2014,0,1
Sacramento Kings,Toronto Raptors,2014,0,1
Sacramento Kings,Indiana Pacers,2014,1,1
Sacramento Kings,Orlando Magic,2014,0,1
Sacramento Kings,Utah Jazz,2014,1,1
Sacramento Kings,Los Angeles Lakers,2014,0,0
Sacramento Kings,Houston Rockets,2014,0,1
Sacramento Kings,Detroit Pistons,2014,0,1
Sacramento Kings,Oklahoma City Thunder,2014,0,1
Sacramento Kings,Milwaukee Bucks,2014,0,1
Sacramento Kings,Los Angeles Lakers,2014,1,1
Sacramento Kings,Golden State Warriors,2014,0,0
Sacramento Kings,Phoenix Suns,2014,0,1
Sacramento Kings,New York Knicks,2014,1,1
Sacramento Kings,Brooklyn Nets,2014,0,0
Sacramento Kings,Boston Celtics,2014,0,0
Sacramento Kings,Minnesota Timberwolves,2014,1,0
Sacramento Kings,Detroit Pistons,2014,0,0
Sacramento Kings,Oklahoma City Thunder,2014,1,1
Sacramento Kings,Denver Nuggets,2014,0,1
Sacramento Kings,Cleveland Cavaliers,2014,1,1
Sacramento Kings,Dallas Mavericks,2014,0,1
Sacramento Kings,Miami Heat,2014,0,1
Sacramento Kings,Los Angeles Clippers,2014,0,1
Sacramento Kings,Portland Trail Blazers,2014,0,0
Sacramento Kings,Brooklyn Nets,2014,0,1
Sacramento Kings,Golden State Warriors,2014,0,0
Sacramento Kings,Toronto Raptors,2014,0,0
Sacramento Kings,Cleveland Cavaliers,2014,0,0
Sacramento Kings,Indiana Pacers,2014,1,0
Sacramento Kings,Golden State Warriors,2014,0,1
Sacramento Kings,Dallas Mavericks,2014,0,1
Sacramento Kings,Utah Jazz,2014,0,0
Sacramento Kings,Phoenix Suns,2014,1,1
Sacramento Kings,Chicago Bulls,2014,0,0
Sacramento Kings,Milwaukee Bucks,2014,0,0
Sacramento Kings,Boston Celtics,2014,1,1
Sacramento Kings,Los Angeles Clippers,2014,0,0
Sacramento Kings,Memphis Grizzlies,2014,1,1
Sacramento Kings,San Antonio Spurs,2014,0,1
Sacramento Kings,Portland Trail Blazers,2014,0,1
Sacramento Kings,New York Knicks,2014,1,0
Sacramento Kings,San Antonio Spurs,2014,0,0
Sacramento Kings,Orlando Magic,2014,0,0
Sacramento Kings,Miami Heat,2014,0,0
Sacramento Kings,Atlanta Hawks,2014,0,0
Sacramento Kings,Charlotte Hornets,2014,1,0
Sacramento Kings,Philadelphia 76ers,2014,0,0
Sacramento Kings,Washington Wizards,2014,0,0
Sacramento Kings,Atlanta Hawks,2014,0,1
Sacramento Kings,Los Angeles Clippers,2014,0,1
Sacramento Kings,Charlotte Hornets,2014,1,1
Sacramento Kings,Washington Wizards,2014,1,1
Sacramento Kings,Philadelphia 76ers,2014,1,1
Sacramento Kings,Phoenix Suns,2014,1,0
Sacramento Kings,New Orleans Pelicans,2014,0,0
Sacramento Kings,Memphis Grizzlies,2014,0,0
Sacramento Kings,Houston Rockets,2014,0,0
Sacramento Kings,New Orleans Pelicans,2014,0,1
Sacramento Kings,Utah Jazz,2014,0,1
Sacramento Kings,Minnesota Timberwolves,2014,1,1
Sacramento Kings,Utah Jazz,2014,0,0
Sacramento Kings,Oklahoma City Thunder,2014,0,0
Sacramento Kings,Denver Nuggets,2014,0,0
Sacramento Kings,Los Angeles Lakers,2014,1,1
Sacramento Kings,Los Angeles Lakers,2014,1,0
San Antonio Spurs,Dallas Mavericks,2014,1,1
San Antonio Spurs,Phoenix Suns,2014,0,0
San Antonio Spurs,Atlanta Hawks,2014,1,1
San Antonio Spurs,Houston Rockets,2014,0,0
San Antonio Spurs,New Orleans Pelicans,2014,0,1
San Antonio Spurs,Los Angeles Clippers,2014,1,0
San Antonio Spurs,Golden State Warriors,2014,1,0
San Antonio Spurs,Los Angeles Lakers,2014,1,0
San Antonio Spurs,Sacramento Kings,2014,0,0
San Antonio Spurs,Philadelphia 76ers,2014,1,1
San Antonio Spurs,Cleveland Cavaliers,2014,1,0
San Antonio Spurs,Minnesota Timberwolves,2014,1,0
San Antonio Spurs,Brooklyn Nets,2014,1,1
San Antonio Spurs,Indiana Pacers,2014,1,1
San Antonio Spurs,Sacramento Kings,2014,1,1
San Antonio Spurs,Boston Celtics,2014,1,0
San Antonio Spurs,Philadelphia 76ers,2014,1,0
